sentence	sentiment
For the full fiscal year 2015, SUSS MicroTec still expects sales to come in between EUR 135 million and EUR 145 million.	1
The Group's equity ratio rose by 13 per cent, from 42.0 per cent in 2001 to 47.5 per cent in 2002.	1
EBIT for the first nine months of 2010 amounted to EUR 44.7 million, up 19.4 % year-on-year (previous year: EUR 38.1 million).	1
-- Reinecke + Pohl Sun Energy AG, Hamburg, will not be able to achieve the targets for turnover and earnings for 2006 which were given by the Executive Board.	0
In addition, the market focus on the three business areas proved successful for the HOCHDORF Group as a whole in the reporting year.	1
The notice of the shareholders meeting was published today in the Federal Gazette.	1
In this context, Steinzeug Invest GmbH has informed DSCB AG that the voluntary public tender offer is intended to be made as a cash offer at a price of EUR 0.32 per share.	1
In addition, net interest income from banking business fell by 50 percent to EUR31.9 million (Q1/2008: EUR64.3 million) given the historically low short-term interest rates.	1
The share buyback will be managed by a bank.	1
The sales development of HUGO BOSS was marked by high levels of volatility in the third quarter of 2015 (July to September).	0
The group result for the period deteriorated from +1.8 MEUR to -8.9 MEUR.	0
He went on to say that the purchase of shares had changed the situation and that the task of the Management Board would be to support the plans of the new majority shareholder in a constructive manner.	1
As expected, revenues in the region continued to advance and grew by 37.7 per cent to 80.3 million euros (corresponding period of 2006: 58.3 million euros).	1
MME AG is aiming for a nearly balanced result in the current fiscal year with sales of about EUR 20 million.	1
A 3.1 million EUR impairment charge, the previously announced write-off of investment related liabilities, resulted in a net loss of just over 3 million EUR for both the quarter and the year to date.	0
The share issue will be carried out today via an accelerated bookbuilding process in which the new shares will be offered by selected banks to German and international institutional investors without a prospectus.	0
Subsequent financing for Solar Industries, Bogar and Silentsoft Solar Industries AG, who in the spring of 2008 established a cooperation agreement with the Italian MX Group, is currently investing funds in the construction of production facilities for modules (MS panels) and solar cells (Solarcell) for the Italian and European market.	1
The Management Board and Supervisory Board at GK Software AG decided today to prepare a change of legal form for the firm so that it becomes a European company (Societas Europaea or SE).	1
We may also make forward-looking statements in other reports, in presentations, in material delivered to stockholders and in press releases.	1
During the second quarter of 2002 getgo.de recorded more than 13 million page impressions by over 5.3 million visitors and thus, according to measurements conducted by Media Metrix, is the ticket shop with the biggest number of hits on the German Internet.	1
As a result, ADLER Real Estate AG should be able to report positive net earnings in 2009.	1
About Infineon Infineon Technologies AG, Neubiberg, Germany, offers semiconductor and system solutions addressing three central challenges to modern society: energy efficiency, communications, and security.	1
In the further course of the year 2016, SolarWorld expects a rising demand for its products, especially for highpower modules with PERC and bifacial technology, where modules turn sunlight into power using both the front and the rear side.	1
Fresenius raises 2015 earnings guidance Based on positive business prospects, Fresenius raises its earnings guidance for 2015.	1
The Supervisory Board thanks Roger Böing for his work, and for his significant contribution to the company during the last years.	1
The purchase price of EUR 8 million is to be paid by MIFA Mitteldeutsche Fahrradwerke AG to Lone Star Funds in shares from a non-cash capital increase excluding subscription rights.	0
---------------------------------------------------------------------- - Financial market crisis burdens EBIT in Q3 - Year-end forecast: Total revenues expected to be at the level of the record year 2007	1
Deutsche Rohstoff: Cub Creek publishes strong production results 4,113 boepd at Markham pad/Overall 240.000 boe produced in January Mannheim/Denver.	1
HOCHDORF purchased too large a quantity of milk for the domestic market in the first half of 2012.	0
---------------------------------------------------------------------- Sales and operating profit forecast for FY 2006/07 confirmed - Impairment write-down within French sugar segment in light of sugar market reform Based on group sales of $ 5.7 (5.3) bln and an expected group operating profit of about $ 420 (450) mln in FY 2006/07, Südzucker group has shown relative strength within a tough environment.	1
Sale prices for Moody yachts range above the pricing spectrum of comparable Hanse yachts.	1
One important step into this direction is our decision to build a Final Assembly Line for Airbus aircraft in the US', said Tom Enders, CEO of EADS.	1
Related to the number of shares entitled to a dividend at December 31, 2008, this constitutes a dividend distribution of $ 556 million (2007: $ 1,928 million).	0
This capital influx will serve the purpose of financing the company's development.	0
Information and Explaination of the Issuer to this News: About SMA The SMA Group with sales of more than EUR800 million in 2014 is the global market leader for solar inverters, a key component of all PV plants and offers innovative key technologies for future power supply structures.	1
Outlook for current and next financial year unchanged As a result of the trade show, Heidelberg is expecting sales to show a distinct shift to the second half of the financial year with a corresponding improvement in profit contributions.	1
BDI -- BioDiesel has had in-depth experience with the production of biodiesel and owns an extensive patent portfolio that has resulted from its in-house research and development activities.	1
EquityStory publishes regulatory releases, media releases on the capital market and press releases.	1
CEO Dr. Klaus-Jürgen Schröder says: In these turbulent times it is best to devote one's efforts to the markets in which one is already operating successfully.	0
The first three months served as a validation period along with the establishment of all the production specifications.	1
The Executive Board and the majority shareholder are unanimously of the opinion that in the case of such a repurchase, Bertelsmann would be able to continue to invest in its businesses and maintain its solid financial standing.	1
As expected, the most important automotive markets experienced a relatively difficult start to 2005.	0
Silver equivalent ounces produced is equal to silver ounces produced plus gold ounces produced converted to silver ounces produced using the spot monthly average price ratio between gold and silver.	1
All for One Midmarket AG shareholders are encouraged to read the offer document carefully once it is published as it will contain important information.	1
No public offering of the securities will be made in the United States.	1
Reported EBIT * (3) increased 21 percent to EUR 2,583 million (9m 2013: EUR 2,131 million (1)) with one-offs limited to a EUR 7 million charge from the dollar pre-delivery payment mismatch and balance sheet revaluation.	1
A virtually proportional increase in the volume of sales, at 3.8 %, was due to a marked stabilisation in prices in comparison to previous business years as well as to growth in the higher-priced sector of digital orders.	1
Moreover, the shares shall not be acquired at a price in excess of that determined pursuant to Article 3 (2) of the Commission Delegated Regulation (EU) 2016/1052 of 8 March 2016.	0
Accu Holding AG (Accu) has been informed today that the Chairman of the Board of Accu steps down with immediate effect from his function as Chairman due to the ongoing proceedings against him.	0
But it will not be possible to compensate for the reductions of EBIT suffered in the summer months.	0
All shares of the company are now equally tradable under the security identification number 525040.	1
The contracting parties have agreed not to disclose the purchase price.	0
Earnings after taxes from continuing operations were therefore EUR -22.9 million (previous year EUR -11.6 million).	0
It is now anticipated that group sales will decrease by a mid single-digit percentage amount in comparison with the 2004 financial year and thus be situated in the upper regions of the sales forecast published previously.	0
Contained in the 2006 annual financial statement are white balance GmbH for the entire financial year and Lunet Entertainment GmbH from April.	1
Ad-hoc release, 30 July 2010 EADS Reports Half-Year 2010 Results - Order intake of EUR 30.8 billion signals commercial aircraft momentum - Airbus to increase Single Aisle production rate to 40 per month - Stable revenues of EUR 20.3 billion - EBIT * before one-off at EUR 0.6 billion - EBIT * of EUR 406 million - Net income: EUR 185 million - Net Cash at EUR 8.9 billion remains key asset EADS' (stock exchange symbol: EAD) macro-economic and commercial environment continues to improve while challenges remain, particularly in the institutional sector.	1
Thiel Logistik AG has to revise its plan figures regarding earnings for fiscal year 2002 significantly downwards on account of unexpected events.	0
Best automotive year in the company history - Sales and operating result (EBIT) in line with guidance - Financial result impacted by value adjustments of shares in Meiko Electronics Schramberg, February 4, 2013 - The annual sales of EUR 100.2 Mio.	1
Thomas Wolfensberger, CEO of Peach Property Group, stated: I am tremendously pleased that, with the Peninsula Beach House, one of Switzerland's most exclusive residential properties is now to become reality.	1
Around 17 million children come into the world every year in China - double the entire Swiss population.	1
Overall, 30 percent of the Company's voting capital was represented at the meeting.	1
These expenses principally derive from the value depreciations of Solvinci Materials and Light Vision Group.	1
The Company is now budgeting sales in the region of $ 1,340 million (previously: $ 1,292 million), with an EBIT of around $ 142 million (up from $ 134 million) and group earnings of some $ 91 million (up from $ 79 million).	1
The smart brand almost tripled its unit sales from 10,800 to 31,200 cars.	1
This development reflects initial success for the reorganization and integration measures launched by the Company.	1
After the IPO at the end of 1999, the company developed within a few years from a solar trading house to a fully integrated solar technology group, increasing its workforce to more than 1,300 employees.	1
Basic earnings per share, calculated on the basis of a weighted average number of 194.1 million shares outstanding, increased by 40 percent to $ 4.70 (2006: $ 3.36 on the basis of 198.9 million shares outstanding).	1
The strategy calls for continuing to move forward along the dynamic and robust growth path in the SAP midmarket segment where German is spoken.	1
The parties reserve the right to a) waive any of these pre-conditions (in whole or in part), and/or b), with the agreement of the other party, to vary any of the terms, albeit no revision is currently expected.	1
The management board of Nordex SE (ISIN DE000A0D6554) has today resolved with the consent of the supervisory board to execute a capital increase against cash by partial utilization of the authorized capital.	0
Interest will be payable semi-annually in arrear.	1
SGL Group's carbon-based materials combine several unique properties such as electrical and thermal conductivity, heat and corrosion resistance as well as high mechanical strength combined with low weight.	1
Cost Savings The Rohwedder Group is currently in the process of implementing the streamlining and restructuring measures required.	1
Ad hoc-Notification pursuant to Section 15 (1) WpHG B. Braun Melsungen Aktiengesellschaft files lawsuit against transaction with HELIOS B. Braun Melsungen Aktiengesellschaft has informed the Company today that it has filed a lawsuit with the Regional Court of Schweinfurt against the sale by the Company of 43 clinics and other affiliated companies to HELIOS.	0
Now that telent GmbH will additionally make a major contribution to the Group's performance, euromicron is raising its annual forecast for 2011 from the planned EUR220 million in sales to EUR280 to EUR300 million and expects EBIT to grow to up to EUR25 million.	1
The final group figures will be published on 31st of March 2014.	0
The pre-emptive rights of existing shareholders of Heidelberger Druckmaschinen Aktiengesellschaft have been excluded.	0
Order intake is also lively at the beginning of the year.	1
The decline in earnings is mainly a result of the significant decrease in demand for automobiles and the resulting drop in unit sales.	0
The relocation and restructuring costs in the fourth quarter of 2004 consisted of a charge of $ 0.3 million primarily related to the relocation.	0
With revenues for the year expected to be considerably below the level of the previous year, and for the reasons given, the new P&T Management Board also anticipates a loss for the year as a whole.	0
Thus, the company considerably exceeded its forecast to raise groupwide shipments by at least 40 percent in 2014.	1
The Hamburg-based fund initiator Lloyd Fonds AG has corrected its full-year forecast for 2008 in response to the unexpectedly low demand for investment products.	0
The Group's products enable steel-makers to efficiently manufacture high-quality steel products.	1
At today's share price, this corresponds to a return of well over 5 %.	1
By nature, forward-looking statements involve known and unknown risks and uncertainties, as a consequence of which actual developments and results can deviate significantly from these forward-looking statements.	0
The terms and conditions of the offer, including any possible extension of the acceptance period in case of a competing offer by a third party, have been published in the offer document after the permission of the German Federal Financial Supervisory Authority (Bundesanstalt fur Finanzdienstleistungsaufsicht, BaFin) has been obtained on April 12, 2006.	1
At the 10th general assembly of New Value in Zurich, the shareholders approved a share buyback program.	1
These currency losses alone were responsible for virtually all of the reporting losses in these two holdings for the year.	0
This decrease can mainly be attributed to the particular product mix shipped during the quarter and ongoing supply constraints.	0
In line with our contractual rights and aerospace industry practice, SGL Group has filed a claim with this customer.	0
QIAGEN intends to leverage Operon's technology - leading position in synthetic nucleic acids with the strong market position, which the SAWADY Group has created in Japan to address this rapidly expanding market.	1
MediGene holds patents unaffected by the settlement on portions of the vaccine to protect it from imitators.	1
The new shares have been purchased by private investors and have generated a capital inflow of Euro 3.9 million, or DM 7.6 million.	0
Another good tourism season seems imminent, which should give a boost to the photo business.	1
The first-time consolidation of the former Shell companies generated extraordinary positive one-off income of 53.9 million EUR.	1
Earnings per share have also risen significantly, and are predicted to be in the region of 1 Euro, an increase of approx. 30 percent on the previous year (0.76 Euro).	1
The order intake of EUR 24.6 billion mirrors the present slowdown in the commercial segment.	0
The company also posted somewhat lower gross sales revenue, which came in at CHF 84.2 million (previous year: CHF 87.7 million, -4.0 %).	0
Venlo, The Netherlands, May 3, 2004 - QIAGEN N.V. (Nasdaq: QGENF, Frankfurt, Prime Standard: QIA) today announced the results of operations for its first quarter and three-month period ended March 31, 2004.	1
The Loan Agreement includes certain covenants that limit, among other things, the Company's ability to incur additional debt and enter into certain contractual arrangements without the Lender's consent.	0
Hess AG securities are not, and will not be, offered publicly outside Germany.	1
Company profile The JK company group founded in 1995 has developed into one of the leading residential property developers in Munich.	1
This enhances Petrotec's cost-competitiveness over other manufacturers of biodiesel, as 70 up to more than 90 percent of biodiesel production costs relate to raw materials.	1
About Biotest Biotest is a provider of plasma proteins and biotherapeutic drugs.	1
Furthermore, Siemens faces risks and uncertainties in connection with: disposing of business activities, certain strategic reorientation measures, the performance of its equity interests and strategic alliances, the challenge of integrating major acquisitions, implementing joint ventures and other significant portfolio measures, the introduction of competing products or technologies by other companies or market entries by new competitors, changing competitive dynamics (particularly in developing markets), the risk that new products or services will not be accepted by customers targeted by Siemens, changes in business strategy, the outcome of pending investigations, legal proceedings and actions resulting from the findings of, or related to the subject matter of, such investigations, the potential impact of such investigations and proceedings on Siemens' business, including its relationships with governments and other customers, the potential impact of such matters on Siemens' financial statements, and various other factors.	0
Further, a range of special items will also have an impact on net profit, especially restructuring expenses.	0
This measure is intended to enhance the liquidity of Dürr stock and make it more attractive to private investors.	1
We will, if necessary be able to quickly build local manufacturing capabilities according to specific project requirements.	1
Drillisch AG reports Final 2011 Report (IFRS) Maintal, 22 March 2012 During the past fiscal year, Drillisch AG was able to continue the unbroken success of past years and to exceed the targets.	1
The goal of strategic growth has recently been initiated by the acquisition of the GEHAG Group.	1
With this transaction, Aareal Bank has now reduced its non-performing loan portfolio to under EUR 0.7 billion.	1
EADS uses EBIT pre goodwill impairment and exceptionals as a key indicator of its economic performance.	0
The expansion in the Company's sales activities meant that revenues increased by 5.6 % or $ 1.66 million to $ 31.25 million, compared with $ 29.59 million in the same period of the previous year.	1
The shares are also to be used for purposes for which an exclusion of subscription rights is intended, but can also be cancelled or sold through the stock market or by way of an offer to all shareholders.	0
In mutual agreement with the Supervisory Board, the Chief Executive Officer Dr. Bernd Kottmann will resign from office and cease to be member of the Management Board with effect at the close of 15 July 2013.	0
The operating result will benefit from increasing profit contributions and the savings achieved so far.	1
For fiscal 2010, the Management Board has reiterated its forecast that Wirecard AG will achieve EBITDA in a bandwidth from 70 to 75 million euros.	1
-- On January 4, 2005, SCHWARZ PHARMA was granted summary judgment by the United States District Court, District of New Jersey on its claim that Teva's manufacture, use and sale of generic moexipril infringes US Patent No 4,743,450.	1
The shares met a high demand from institutional investors in UK.	1
The measure will not restrict the possibility to take advantage of the tax losses carried forward in future.	0
The Net Income * before one-off (4) increased to EUR 259 million (Q1 2011: EUR 101 million).	1
The shares in AIXTRON Aktiengesellschaft (the ` Shares') may not be offered or sold in the United States or to or for the account or benefit of ` U. S. persons' (as such term is defined in Regulation S under the U. S. Securities Act of 1933, as amended (the ` Securities Act')) absent registration or an exemption from registration under the Securities Act.	0
If current negotiations prove fruitful, management expects much improved results in 2010 with a small annual loss after depreciation and interest payments.	0
Bayer disagrees with the court's decision and will consider its legal options in this regard.	0
Siemens raises the previous expectation for the profit margin of Industrial Business in the range of 10.5 % to 11.5 % to the range of 11.0 % to 12.0 %.	1
G&G Ltd. is the market leader in the ` Midlands'.	1
This increase is primarily due to improved results in Belgium.	1
The after-tax annual result adjusted for these effects amounted to 73 (previous year: 52) million EUR which, as predicted by the Board of Management, was 40 per cent above the previous year.	1
Our target, we always aim for, is to raise profitability.	1
Furthermore, it is intended that Friedrichshafen would remain the headquarters of the company as well as the research, development and production site for propulsion systems and energy systems.	1
In order to protect creditors, payment may only be made to the shareholders after six months have passed since the announcement of the entry and after the creditors who have responded in good time have been satisfied or have received security.	0
The first quarter of 2001 was a successful period for United Internet.	1
Total operating performance improved to $ 99.7 Mio (+ $ 9.7 Mio).	1
The company will present the audited figures at the press briefing on annual results on March 30, 2005.	1
The company generated EUR 111.3 million of sales revenue, up 10.7 % compared with the previous year (EUR 100.5 million).	1
No part of this publication may be reproduced or transmitted in any form or for any purpose without the express permission of SAP SE.	1
Hochdorf, 10 April 2014 - The HOCHDORF Group has significantly exceeded expectations for both turnover and revenue for the business year 2013.	1
During the first half year 10'862 treasury shares were bought back.	1
The sale will generate proceeds of $ 137 million, resulting in a book gain for Bilfinger Berger of $ 90 million.	1
The sustained robust growth of the SOLON Group is also reflected in the rising number of employees.	1
Given these uncertainties, persons should not put undue reliance on any forward-looking statements.	0
The transaction will be financed initially from existing funds, whereas the enterprise value does not exceed the proceeds of the May 2012 capital increase.	0
The Executive Board of Deutsche Börse has proposed a dividend increase of 27 percent to EUR0.70 per share (EUR0.55 in 2003).	1
Net sales and adjusted earnings per share for both periods were in line with expectations provided by QIAGEN on November 8, 2010.	1
Investors and security holders may obtain more detailed information regarding the names, affiliations and interests of certain of SAP's executive officers and directors in the solicitation by reading SAP's most recent Annual Report on Form 20-F, and the proxy statement and other relevant materials filed with the SEC when they become available.	1
In this context ZHG is responsible for the handling of business relations between retail trade and suppliers as well as logistic services.	1
Leverkusen, September 18, 2014 Bayer intends in the future to focus entirely on the Life Science businesses - HealthCare and CropScience - and float MaterialScience on the stock market as a separate company.	1
Compared with the previous third quarter, sales rose by 6 % to EUR1.1 billion in the Agricultural Solutions segment through higher volumes and prices.	1
The portfolio perfectly matches alstria's acquisition criteria regarding its location, average property size and asset management requirements.	1
MIFA also acquired the majority of Berlin-based e-bike manufacturer GRACE GmbH & Co..	0
This ad hoc announcement contains statements regarding future developments that are based on current evaluations and are made to the best knowledge of the management of YOC AG.	1
The company has its headquarters in Yverdon-les-Bains (Switzerland) and production facilities in Willstätt (Germany).	1
The takeover will open up for the Rohwedder Group another core business segment, microassembly, which complements ideally the groups existing product portfolio.	1
Approximately 1,300 full-time positions in Germany and approximately 300 full-time positions at SMA's international locations are affected.	0
Further details about the business trend and the figures for the first half of 2014/15 will be announced in the context of the publication of the interim report of GERRY WEBER International AG on 12 June 2015.	1
Daimler Financial Services posted EBIT of $ 630 million, which was lower than in 2006 ($ 807 million).	0
This core brand sells traditional US office furniture to a broad range of companies.	1
Roland Busch will have responsibility for the Building Technologies Division and the newly formed Mobility and Energy Management Divisions and will remain responsible for the Region Asia/Australia.	1
The ensuing fierce competition has led to insufficient capacity utilization in many production plants throughout the EU, while the selling prices that can be commanded by many rolled steel products in the EU market are below the manufacturing costs.	0
The defence order book stood stable at EUR 51.9 billion (year-end 2011: EUR 52.8 billion).	0
The Annual report 2002 is available on the Internet at http://www.orbis.de.	1
Partners and General Managers of the Zimmer Group and General Managers of BENZ Günther and Martin Zimmer consider the new ownership structure to bring only benefits: Under the umbrella of a company with the international standing of the HOMAG Group with its global sales structures, we anticipate huge potential for further growth which we will now be in a position to realize.	1
As at balance sheet date Dec. 31st, 2014, the main shareholder is REG European Holdings B.V., Netherlands, with a stake of 84 %, free float is approx. 10 %.	0
The Management Board continues to believe that sales revenues and earnings will increase in the fiscal year 2011/12.	1
In addition to further reasons not listed here, potential deviations can result from changes to the general economic situation and the competitive situation, especially in our core business areas.	0
The net loss grew from EUR 23.3 m to EUR 33.4 m at the year end.	0
The new shares will be offered to the existing shareholders based on a 1:1 ratio.	0
Due to still pending regulatory approval for certain functions and the subdued trend on the US options market, the probability that an impairment loss will be recognized on the other intangible assets acquired as part of the acquisition of ISE has increased in the third quarter 2010.	0
This is mainly attributable to special items, combined with an increase in the tax burden of EUR 63 million.	0
Because production and sold quantities were comparable, revenues decreased.	0
Sale prices for Moody yachts range above the pricing spectrum of comparable Hanse yachts.	0
Given the crisis afflicting the financial markets and the fall-out for the real economy, the Company is currently unable to issue any reliable forecasts for 2008.	0
The economic environment clouded over in important emerging markets, especially in China.	0
GILDEMEISTER intends to use the net proceeds from both capital increases predominantly to reduce financial liabilities and thus reinforce its equity base.	0
However, they are unavoidable if we are to respond quickly to foreseeable sales shortfalls. 	0
The Board of Management intends to propose to the Supervisory Board the payment of a dividend at least in line with the prior-year amount of EUR 0.72 per share.	1
With a view to its full-year forecast, the Company therefore expects to attain sales of about EUR 3.75 billion (previously: EUR 3.8) to 3.9 billion.	1
So the IT Group achieved revenues of EUR 544.4 million for the full year 2011, compared with EUR 474.6 million in 2010 (+14.7 percent).	1
In response to the reduction in orders from numerous car makers, the Company has initially cut back overtime and holiday entitlements at production facilities around the world.	0
In addition, the result was affected by tax payments due from earlier years in the amount of EUR 0.2 mill.	0
The Management Board and Supervisory Board of Premiere AG will determine the specific terms of the capital increase at a later stage.	0
The German Cartel Office is of the opinion that the merger would result in two symmetrical corporations who would cease to compete against each other.	0
SolarWorld AG: Insolvency The management board of SolarWorld AG, after having conducted a diligent review, came to the conclusion today that due to the ongoing price erosion and the development of the business, the Company no longer has a positive going concern prognosis, is therefore over-indebted and thus obliged to file for insolvency proceedings.	0
There were additional positive effects from efficiency improvements and improved product positioning.	1
In part, the validity of the agreements is still subject to conditions which include the withdrawal of one financing bank, that is not party to the agreements, as lender.	0
In weak market conditions, with soft demand for its product, this might result in eventually capturing lower than initially anticipated margins on the purchased feedstock.	0
In such case, the management board will endeavour to hold the general meeting as soon as possible and prior to the date announced in the Company's financial calendar.	0
Henzi adds: `The HOCHDORF Group must and will retain its focus on achieving EU cost compatibility and internationalisation.'	0
Due to the above facts, Management Board deems the revenue recognition of its business with the two South African customers and accounts receivable balance in its consolidated financial statements to be fairly stated.	0
Jean-Louis Dupuy resigned for health reasons, whereas Lutz Hartmann justified leaving Pearl Gold AG because of strategic differences with Wassoul ` Or SA and Pearl Gold AG, as well as the poor information flow and the missing involvement in the strategic decision making process.	0
The cost of materials climbed by 16.1 per cent to EUR 1.7 billion.	0
A consequent reassessment of the Company's total assets resulted in a negative net worth.	0
These one-off expenses were almost entirely associated with the EUR 26 million action for damages against former managers of the Company.	0
Member of the management board Dr. Christopher Borgmann is stepping down from his position for personal reasons effective 22 December.	0
This figure is substantially higher than the loss before tax of EUR71 million in the comparable prior-year period and the loss of EUR269 million in the fourth quarter of 2009.	0
It will probably not be possible to post a positive result until 2011.	0
On this basis, and after factoring in Porsche's debt, Volkswagen is expected to pay approximately up to EUR 3.3 billion for the 42.0 percent stake.	0
The change compared to the same period of the previous year, in which the Free Cash Flow benefited from strong inflow of customer advance payments, reflects the deterioration of the working capital and the decrease of gross cash flow from operations in line with the reduction of the EBIT * before one-off and lower hedging volume.	0
A more detailed evaluation of the call was not possible for the Management and the Supervisory Board considering the shortness of time.	0
At this time, there is no assurance that the closing date for this complex transaction will be December 13, 2013, any change to this date will be disclosed on a timely basis.	0
The targeted Group operating profit for 2017 of EUR 4.5 to 4.7 bn is also not achievable and is expected to come in between EUR 4.2 to 4.5 bn.	0
Daimler Trucks anticipates lower unit sales in 2007 than in the prior year.	0
Despite the ongoing economic difficulties, especially in Europe and the US, the business development proceeded according to schedule in the first three quarters.	0
The capital increase shall become effective with an entry of its completion in the Commercial Register.	0
Also on June 13, 2006 the member of the Executive Board (Vorstand), Trevor Thiele, Adelaide, Australia, has resigned from his office with immediate effect.	0
Large capital raise mentioned above is crucial to step up the investment in all key areas, in particular R&D, production volume increase, project engineering and management, and sales & marketing.	0
However, the Executive Board does not assume the weak revenues of Q1-2014 to be compensated in full, hence, revenues slightly below the figures of the previous year are expected for FY-2014.	0
The measures are necessary against the backdrop of the rapidly declining market for traditional products in general illumination.	0
The ongoing geopolitical crisis and the related general investment nervousness continue to influence customer purchasing behaviour.	0
Due to the start-up cost, the result is still negative and is included in the Group result for the year `` at equity''.	0
As of 30 June 2002, cash and equivalents totaled EUR 8.2 million (as of 31 December 2001: EUR 9.1 million).	0
Net profit attributable to Commerzbank shareholders stood at EUR209 million in the second quarter 2016 (Q2 2015: EUR307 million).	0
There are also no signs of a long-term recovery in market conditions.	0
In case the Commission should determine a breach of art. 81 EC by companies of the SKW Metallurgie Group, a fine may be imposed against SKW Metallurgie.	0
Against this background, the previous forecast of our operating result can no longer be upheld.	0
This resulted in negative extraordinary items amounting to around CHR 13 million, which pushed earnings into the red, as expected.	0
In addition to the continuing weakness of the European Infocom business, the switch in product specifications for a major Touch division order also contributed to this.	0
Details of the transaction structure are however still to be decided.	0
At the same time, Airbus' self-funded R&D expenses will remain on the 2004 level, mostly accounted for by A380 development expenses and the launch of the A350 programme.	0
Leoni consequently now projects that the earnings before interest and taxes (EBIT) of EUR 200 million forecast for fiscal 2015 will not be achieved.	0
Because of the uncertainties surrounding the valuation of investment properties and the dynamic market situation, merely a range of EUR 21 million to EUR 23 million can be projected for the Group's earnings before taxes (EBT) (previous forecast: EUR 15 million to EUR 17 million).	0
P. Kotauczek GmbH had to contend with a significant decline in sales and earnings.	0
Return on equity after tax reached 17 % in q3 fell below the target of 20 % for the first time in 2006.	0
Due to these circumstances, IVU laid off 33 employees today for operating reasons, 23 of them in Berlin and 10 in Aachen.	0
In light of the foregoing, the management board will now immediately file for insolvency proceedings with the competent local court (court of insolvency).	0
However, Parkco Tam will continue to act as Head of Finance of FAST Casualwear AG, but in the future as an employee instead of a member of the Management Board.	0
Substantial negative income statement impacts may still have to be booked in future periods depending on the progress of the development and the outcome of the negotiations on the A400M programme.	0
Against this backdrop, R. STAHL refines its forecast as follows: For FY 2017, the Executive Board expects an order intake in a range between EUR 295 million and EUR 305 million.	0
The EBIT * was mainly burdened by exceptional negative foreign exchange impacts.	0
Primarily due to the decline in inventories and trade accounts receivables.	0
The extremely good performance in operating income is due to the following: Enterprise Systems has contributed EUR 2.2 million to income due to the sustainable optimization of its cost structure -LRB- previous year: EUR 0.6 million -RRB-.	1
Whether WCMs participation values must be further value-adjusted at the year-end, and at which level, can not yet be assessed conclusively.	0
At this company implementation problems arose unexpectedly during the launch of complex final assembly products on the North American market.	0
The aim of the strategic partnership is to exploit numerous existing synergies between the companies.	1
Since then it was in insolvency proceedings, which was successfully suspended now.	1
Prospects for the major markets for commercial vehicles are also unfavorable.	0
Earnings development On the results side, in Germany Export & Industrial Packaging suffered due to rising wood prices and thus recorded lower results.	0
Hamburg, September 15, 2010 - KROMI Logistik AG's Supervisory Board approved the annual financial statements for fiscal year 2009/2010 in its meeting today.	1
This results in a net loss of 1.6 million euro after interest and taxes.	0
At the same time, the company made further heavy investments in new customer acquisition and the expansion of existing customer relationships.	0
ADLER Real Estate AG Expects Positive Overall Result - Semi-Annual Result Does Not Yet Reflect Successful Transactions Hamburg, 14 August 2008.	0
Moreover, the shortage of the medium formats in Beijing due the limitation of the outside advertising space prior to the Olympics should lead to a tendency of increasing prices.	0
Consolidated equity amounted to Euro9,494 thousand at the end of the six-month period, and the equity ratio was 66.5% (previous year: 67%).	0
The company continues to do everything in its powers to be removed from the OFAC sanctions list in order to regain full operative capacity as soon as possible.	0
Daimler invested $ 3.6 billion in property, plant and equipment in 2008 (2007: $ 2.9 billion).	1
High EBITDA sets a new record and exceeds the forecast: In fiscal year 2011, the EBITDA, when adjusted for special factors, rose by EUR3.3 million to EUR52.6 million, exceeding the excellent value of the previous year by 6.7 %.	1
The transaction is subject to certain conditions, including the approval of the transaction by the German Commission on Media Concentration (Kommission zur Ermittlung der Konzentration im Medienbereich, KEK) and the final funding by the purchaser's banks of the anticipated debt-financed portion of the purchase price.	0
The company expects a considerable decrease in adjusted EBITA as compared to the prior-year figure of EUR270 million.	0
ZANOX.de AG was founded in 2000 and currently has over 275 employees worldwide.	1
Eurocopter deliveries will be slightly below the last year.	0
It was weighed down by the deterioration of EBIT * and foreign exchange revaluations impacting the finance result.	0
The market environment for paper chemicals remained difficult.	0
Mullen's decision to resign came as he has experienced a few health challenges in recent months. 	0
The company also sees itself forced to adjust the personnel structures to the declining sales. 	0
We make reference to the possibility of considerable variability in the consolidated result due to the fact that the bond exchangeable into shares will mature in November 2017 - depending on the use of the option to settle the bond obligation through the delivery of shares or cash payment. 	0
For more than 18 years, this seasonal effect means that CeoTronics generates only around 2/3 of average quarterly revenues in its first quarter. 	0
This quarter, with the A350 XWB Entry-into-Service moving into H2 2014, Airbus Commercial booked a charge of EUR 124 million to account for the actual delay of around three months. 	0
Based on the business performance to date, this December is also expected to have a weaker showing than prior-year figures for the same month. 	0
Despite of a weak second quarter, the enlarged GFT Group including Emagine will build on a profound basis in order to take the next significant step towards the company's future. 	0
While this development was positive, the result from the revaluation of investment properties based on the appraisal of Feri EuroRating AG totalled a negative EUR 1.9 million. 	0
On the occasion of the implementation of these specific debt relief measures at the level of individual subsidiaries and necessary reevaluations in this context, a loss of approximately EUR 190 m has arisen for Conergy AG. 	0
KGaA recorded Earnings before interest and taxes (EBIT) in an amount of EUR -1.0 Mio. 	0
The 2011 measurement gains would also be negatively affected by the trade tax obligation and deferred tax provisions would need to be increased significantly. 	0
